#SL,Name of the Manufacturer,Brand Name,Generic Name,Strength,Dosage Description,Price,Use For,DAR,company_id,generic_id,strength_id,dose_id,slug,price_cleaned
23219,Opsonin Pharma Limited,Zovia   KIDS,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,Syrup,"100.00 Tk, 150.00 Tk",Human,025-0270-078,142,452,198.0,5,zovia---kids,100.00150.00
23244,Opsonin Pharma Limited,Precodil,Prednisolone,5 mg/5 ml,Solution,"65.19 Tk, 95.29 Tk",Human,025-0467-072,142,434,38.0,14,precodil,65.1995.29
23271,Opsonin Pharma Limited,Unilin,Theophylline,120 mg/5 ml,Syrup,"15.30 Tk, 31.04 Tk",Human,025-0607-044,142,484,31.0,5,unilin,15.3031.04
23275,Opsonin Pharma Limited,Precodil,Prednisolone,15 mg/5 ml,Solution,"80.55 Tk, 130.88 Tk",Human,025-0634-072,142,434,55.0,14,precodil,80.55130.88
23306,Opsonin Pharma Limited,Midolam 5mg/5ml,Midazolam,1 mg/ml,Injection,"50.35 Tk, 55.37 Tk",Human,025-0670-057,142,542,103.0,15,midolam-5mg/5ml,50.3555.37
23313,Opsonin Pharma Limited,Vergon,Prochlorperazine Mesilate,5 mg/5 ml,Syrup,"40.13 Tk, 68.99 Tk",Human,025-0674-018,142,552,38.0,5,vergon,40.1368.99
23375,Opsonin Pharma Limited,Meoral,Rhubarb + Salicylic Acid,.5 gm + .1 gm/10 ml,Oral Solution,"60.18 Tk, 120.37 Tk",Human,025-0755-073,142,1553,1052.0,23,meoral,60.18120.37
23383,Opsonin Pharma Limited,Renova,Paracetamol,120 mg/5 ml,Syrup,"35.00 Tk, 50.00 Tk",Human,025-0709-006,142,26,31.0,5,renova,35.0050.00
23405,Opsonin Pharma Limited,Vetomycin WSP,Oxytetracycline,20 gm/100 gm,Powder,"95.29 Tk, 105.32 Tk, 734.21 Tk",Veterinary,025-0816-077,142,135,117.0,21,vetomycin-wsp,95.29105.32734.21
23421,Opsonin Pharma Limited,Nesifin,"Liquid Paraffin + Magnesium Hydroxide Dried Gel, 96% + Magnesium Hydroxide Paste, 34%",30 ml + 5 gm + 7.06 gm/120 ml,Suspension,"55.16 Tk, 95.29 Tk",Human,025-0833-060,142,1558,1054.0,6,nesifin,55.1695.29
23422,Opsonin Pharma Limited,Oralis,Eucalypytol + Menthol + Methyl Salicylate + Thymol,92 mg + 42 mg + 60 mg + 64 mg/100 ml,Mouth Wash,"75.22 Tk, 140.42 Tk",Human,025-0834-073,142,501,250.0,37,oralis,75.22140.42
23455,Opsonin Pharma Limited,Getamin 5%,Gentamicin,50 mg/ml,Injection,"35.24 Tk, 164.44 Tk, 313.76 Tk",Veterinary,025-0481-077,142,146,314.0,15,getamin-5%,35.24164.44313.76
23456,Opsonin Pharma Limited,Niravet,Pheniramine Maleate,22.75 mg/ml,Injection,"13.00 Tk, 55.00 Tk, 100.00 Tk",Veterinary,025-0471-077,142,198,389.0,15,niravet,13.0055.00100.00
23457,Opsonin Pharma Limited,Revit B,Cyanocobalamin + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,5 mg + 5 gm + 500 mg + 150 mg + 2.5 gm/100 ml,Injection,"55.37 Tk, 100.68 Tk, 20.14 Tk",Veterinary,025-0472-077,142,1445,964.0,15,revit-b,55.37100.6820.14
23462,Opsonin Pharma Limited,Vetomycin 100,Oxytetracycline,10 gm/100 ml,Injection,"26.17 Tk, 193.30 Tk",Veterinary,025-0477-077,142,135,106.0,15,vetomycin-100,26.17193.30
23520,Opsonin Pharma Limited,Oralis Cavicare,Sodium Fluoride,.022 gm/100 ml,Mouth Wash,"80.24 Tk, 145.43 Tk",Human,025-0956-073,142,1485,983.0,37,oralis-cavicare,80.24145.43
23536,Opsonin Pharma Limited,Loxikam,Meloxicam,50 mg/10 ml,Injection,"35.11 Tk, 95.29 Tk",Veterinary,025-0980-077,142,127,351.0,15,loxikam,35.1195.29
23556,Opsonin Pharma Limited,CTC 20% WSP,Chlortetracycline Hydrochloride,20 gm/100 gm,Powder,"173.00 Tk, 825.00 Tk",Veterinary,025-0937-077,142,137,117.0,21,ctc-20%-wsp,173.00825.00
23565,Opsonin Pharma Limited,Salmid Inj. Vet,Sulphadimidine,33.3 gm/100 ml,Injection,"36.50 Tk, 120.57 Tk",Veterinary,025-0511-077,142,762,912.0,15,salmid-inj.-vet,36.50120.57
23566,Opsonin Pharma Limited,Loxikam Plus,Meloxicam + Paracetamol,20 mg + 150 mg/ml,Injection,"56.49 Tk, 95.29 Tk",Veterinary,025-0981-077,142,830,860.0,15,loxikam-plus,56.4995.29
23604,Opsonin Pharma Limited,Oditen,Ceftibuten,1.8 gm/100 ml,Powder For Suspension,"481.44 Tk, 802.40 Tk",Human,025-0990-023,142,629,369.0,4,oditen,481.44802.40
23605,Opsonin Pharma Limited,Xyloken 10%,Lidocaine,10 gm/100 ml,Spray,"100.30 Tk, 451.36 Tk",Human,025-0934-005,142,1167,106.0,48,xyloken-10%,100.30451.36
23763,Opsonin Pharma Limited,Injefer Iv Injection,Ferric Carboxymaltose,100 mg/2 ml,Injection,"400.00 Tk, 700.00 Tk, 1300.00 Tk",Human,025-1512-045,142,685,149.0,15,injefer-iv-injection,400.00700.001300.00
23936,Opsonin Pharma Limited,Floni Vet,Florfenicol,20 gm/100 ml,Oral Solution,"150.00 Tk, 700.00 Tk, 3100.00 Tk",Veterinary,025-1790-077,142,719,458.0,23,floni-vet,150.00700.003100.00
23944,Orion Infusion Ltd.,Dextropac-25,Dextrose,25 gm/100 ml,IV Infusion,"50.19 Tk, 73.88 Tk",Human,292-0013-079,143,848,182.0,42,dextropac-25,50.1973.88
23945,Orion Infusion Ltd.,Dextropac,Dextrose,5 gm/100 ml,IV Infusion,"89.16 Tk, 106.00 Tk",Human,292-0001-079,143,848,251.0,42,dextropac,89.16106.00
23946,Orion Infusion Ltd.,Dextropac-10,Dextrose,10 gm/100 ml,IV Infusion,"92.34 Tk, 112.83 Tk",Human,292-0009-079,143,848,106.0,42,dextropac-10,92.34112.83
23947,Orion Infusion Ltd.,Dextrosal,Dextrose + Sodium Chloride,5 gm + 900 mg/100 ml,IV Infusion,"89.59 Tk, 107.35 Tk",Human,292-0002-079,143,1055,699.0,42,dextrosal,89.59107.35
23949,Orion Infusion Ltd.,Dextrose   ISO,Dextrose + Sodium Chloride,4.3 gm + 180 mg/100 ml,IV Infusion,"71.30 Tk, 94.08 Tk",Human,292-0014-079,143,1055,805.0,42,dextrose---iso,71.3094.08
23951,Orion Infusion Ltd.,Dianak,Potassium Chloride + Sodium Acetate + Sodium Chloride,100 mg + 650 mg + 500 mg/100 ml,IV Infusion,"70.14 Tk, 92.00 Tk",Human,292-0006-079,143,1228,804.0,42,dianak,70.1492.00
23952,Orion Infusion Ltd.,Fructose    10,Fructose,10 gm/100 ml,IV Infusion,"97.29 Tk, 175.53 Tk",Human,292-0016-079,143,1225,106.0,42,fructose----10,97.29175.53
23953,Orion Infusion Ltd.,Hartman,Calcium Chloride + Potassium Chloride + Sodium Chloride + Sodium Lactate,27 mg + 40 mg + 600 mg + 320 mg/100 ml,IV Infusion,"88.38 Tk, 108.97 Tk",Human,292-0010-079,143,1227,802.0,42,hartman,88.38108.97
23960,Orion Infusion Ltd.,Salpac,Sodium Chloride,.9 gm/100 ml,IV Infusion,"85.43 Tk, 102.00 Tk",Human,292-0003-079,143,115,626.0,42,salpac,85.43102.00
23961,Orion Infusion Ltd.,Proliv,Amino Acids (Essential),5 %,IV Infusion,"130.88 Tk, 352.38 Tk",Human,292-0019-003,143,511,262.0,42,proliv,130.88352.38
23972,Orion Infusion Ltd.,Electrodex-10,Dextrose + Sodium Chloride,10 gm + 225 mg/100 ml,IV Infusion,"66.07 Tk, 87.52 Tk",Human,292-0031-079,143,1055,1155.0,42,electrodex-10,66.0787.52
23973,Orion Infusion Ltd.,Dextrolac  IV,Calcium Chloride + Dextrose Anhydrous + Potassium Chloride + Sodium Chloride + Sodium Lactate,20 mg + 5 gm + 30 mg + 600 mg + 310 mg/100 ml,IV Infusion,"62.92 Tk, 81.28 Tk",Human,292-0030-079,143,1654,1156.0,42,dextrolac--iv,62.9281.28
23993,Orion Pharma Ltd.,Orioplex M,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.65 Tk, 62.19 Tk",Human,030-0061-078,144,21,26.0,5,orioplex-m,35.6562.19
23995,Orion Pharma Ltd.,Orixyl 250   250,Amoxicillin,250 mg,Capsule,"1.31 Tk, 3.62 Tk",Human,030-0049-023,144,28,12.0,2,orixyl-250---250,1.313.62
24001,Orion Pharma Ltd.,Aneron,Iron Hydroxide Polymaltose,50 mg/5 ml,Syrup,"30.20 Tk, 50.35 Tk",Human,030-0173-045,144,199,132.0,5,aneron,30.2050.35
24005,Orion Pharma Ltd.,Azalid,Azithromycin,200 mg/5 ml,Powder For Suspension,"85.58 Tk, 160.48 Tk",Human,030-0115-023,144,1,20.0,4,azalid,85.58160.48
24018,Orion Pharma Ltd.,Mac  DS,Erythromycin,250 mg/5 ml,Powder For Suspension,"74.48 Tk, 103.71 Tk",Human,030-0238-023,144,46,44.0,4,mac--ds,74.48103.71
24021,Orion Pharma Ltd.,Axet,Cefuroxime,125 mg/5 ml,Powder For Suspension,"216.45 Tk, 216.46 Tk",Human,030-0147-023,144,13,17.0,4,axet,216.45216.46
24023,Orion Pharma Ltd.,Sefin  DS  250,Cephradine,250 mg/5 ml,Powder For Suspension,"120.81 Tk, 60.42 Tk",Human,030-0229-023,144,37,44.0,4,sefin--ds--250,120.8160.42
24037,Orion Pharma Ltd.,Ezylax,Lactulose,68 %,Oral Solution,"50.35 Tk, 100.68 Tk",Human,030-0242-060,144,201,163.0,23,ezylax,50.35100.68
24038,Orion Pharma Ltd.,Pep    20mg/5ml,Zinc,20 mg/5 ml,Syrup,"32.10 Tk, 55.16 Tk",Human,030-0246-062,144,31,523.0,5,pep----20mg/5ml,32.1055.16
24068,Orion Pharma Ltd.,Cosy,Domperidone,5 mg/5 ml,Suspension,"28.19 Tk, 38.26 Tk",Human,030-0109-018,144,40,38.0,6,cosy,28.1938.26
24115,Orion Pharma Ltd.,Oclazid    80,Gliclazide,80 mg,Tablet,"6.04 Tk, 7.02 Tk",Human,030-0086-015,144,59,50.0,1,oclazid----80,6.047.02
24128,Orion Pharma Ltd.,Pedicon,Simethicone,67 mg/ml,Paediatric Drops,"25.16 Tk, 30.20 Tk",Human,030-0189-007,144,108,85.0,7,pedicon,25.1630.20
24162,Orion Pharma Ltd.,Trusos,Cefixime,100 mg/5 ml,Powder For Suspension,"135.00 Tk, 210.00 Tk",Human,030-0170-023,144,14,18.0,4,trusos,135.00210.00
24181,Orion Pharma Ltd.,Zoana,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"35.24 Tk, 50.35 Tk",Human,030-0264-027,144,85,18.0,4,zoana,35.2450.35
24209,Orion Pharma Ltd.,Feroven,Iron Sucrose (Iron (Iii) Hydroxide Sucrose Complex),100 mg/5 ml,Injection,"302.04 Tk, 327.26 Tk",Human,030-0296-045,144,896,18.0,15,feroven,302.04327.26
24383,OSL Pharma Ltd.,Dextrose    10%,Dextrose Anhydrous,10 gm/100 ml,IV Infusion,"77.96 Tk, 105.48 Tk",Human,259-0007-079,145,1121,106.0,42,dextrose----10%,77.96105.48
24400,OSL Pharma Ltd.,Dextrose    5%,Dextrose,5 gm/100 ml,IV Infusion,"100.89 Tk, 71.08 Tk, 91.72 Tk",Human,259-0001-079,145,848,251.0,42,dextrose----5%,100.8971.0891.72
24415,OSL Pharma Ltd.,Normal Saline    0.9%,Sodium Chloride,.9 gm/100 ml,IV Infusion,"67.64 Tk, 87.14 Tk",Human,259-0002-079,145,115,626.0,42,normal-saline----0.9%,67.6487.14
24519,OSL Pharma Ltd.,Loctril 10 mg,Montelukast,10 mg,Tablet,"2.00 Tk, 15.00 Tk",Human,259-0149-044,145,100,16.0,1,loctril-10-mg,2.0015.00
24606,Pacific Pharmaceuticals Ltd.,Aduvit,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.00 Tk, 60.00 Tk",Human,160-0019-078,147,21,26.0,5,aduvit,35.0060.00
24639,Pacific Pharmaceuticals Ltd.,Livax,Lactulose,68 %,Oral Solution,"50.00 Tk, 140.00 Tk, 250.00 Tk",Human,160-0047-060,147,201,163.0,23,livax,50.00140.00250.00
24640,Pacific Pharmaceuticals Ltd.,Magmil,Magnesium Hydroxide,400 mg/5 ml,Suspension,"80.00 Tk, 120.00 Tk",Human,160-0018-007,147,776,512.0,6,magmil,80.00120.00
24671,Pacific Pharmaceuticals Ltd.,Macazi,Azithromycin,200 mg/5 ml,Powder For Suspension,"90.00 Tk, 135.00 Tk",Human,160-0126-023,147,1,20.0,4,macazi,90.00135.00
24738,Pacific Pharmaceuticals Ltd.,Multicod,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,Syrup,"40.00 Tk, 100.00 Tk",Human,160-0173-078,147,452,198.0,5,multicod,40.00100.00
24769,Pacific Pharmaceuticals Ltd.,Tigocin,Mupirocin,100 mg/5 gm,Ointment,"40.00 Tk, 140.00 Tk",Human,160-0224-071,147,93,74.0,9,tigocin,40.00140.00
24770,Pacific Pharmaceuticals Ltd.,Nitofa,Nitrofurazone,2 mg/gm,Ointment,"10.00 Tk, 28.00 Tk",Human,160-0225-071,147,1165,765.0,9,nitofa,10.0028.00
24772,Pacific Pharmaceuticals Ltd.,Nebaskin Plus,Bacitracin Zinc + Neomycin Sulphate + Polymixin B Sulphate,400 IU + 3.5 mg + 5000 IU/gm,Ointment,"8.00 Tk, 30.00 Tk",Human,160-0227-071,147,917,597.0,9,nebaskin-plus,8.0030.00
24773,Pacific Pharmaceuticals Ltd.,Tinaco,Econazole Nitrate,1 gm/100 gm,Cream,"32.00 Tk, 10.00 Tk",Human,160-0228-071,147,61,52.0,11,tinaco,32.0010.00
24774,Pacific Pharmaceuticals Ltd.,Eburn,Silver Sulphadiazine,1 %,Cream,"8.00 Tk, 50.00 Tk",Human,160-0229-023,147,506,108.0,11,eburn,8.0050.00
24797,Pacific Pharmaceuticals Ltd.,Fastcut Cream,Menthol + Methyl Salicylate,8 gm + 30 gm/100 gm,Cream,"15.00 Tk, 60.00 Tk",Human,160-0252-071,147,457,202.0,11,fastcut-cream,15.0060.00
24802,Pacific Pharmaceuticals Ltd.,Frefast,Camphor + Menthol + Methyl Salicylate,4 gm + 10 gm + 30 gm/100 gm,Cream,"20.00 Tk, 120.00 Tk",Human,160-0257-071,147,770,509.0,11,frefast,20.00120.00
24902,Pacific Pharmaceuticals Ltd.,Germ Wash Hand Sanitizer,Isopropyl Alcohol,75 ml/100 ml,Solution,"200.00 Tk, 80.00 Tk, 120.00 Tk",Human,160-0358-071,147,816,531.0,14,germ-wash-hand-sanitizer,200.0080.00120.00
25132,Pharmasia Ltd.,Simvit-B,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"20.88 Tk, 42.77 Tk",Human,118-0040-078,151,21,26.0,5,simvit-b,20.8842.77
25134,Pharmasia Ltd.,Tetracomb,Gramicidin + Neomycin Sulphate + Nystatin + Triamcinolone Acetonide,25 mg + 250 mg + 100 Lac IU + 100 mg/100 gm,Cream,"22.00 Tk, 35.00 Tk",Human,118-0042-071,151,869,560.0,11,tetracomb,22.0035.00
25135,Pharmasia Ltd.,Tetracomb,Gramicidin + Neomycin Sulphate + Nystatin + Triamcinolone Acetonide,25 mg + 250 mg + 100 Lac IU + 100 mg/100 gm,Ointment,"35.00 Tk, 22.00 Tk",Human,118-0043-071,151,869,560.0,9,tetracomb,35.0022.00
25146,Pharmasia Ltd.,Simcod,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,Syrup,"80.00 Tk, 145.00 Tk",Human,118-0052-078,151,452,198.0,5,simcod,80.00145.00
25154,Pharmasia Ltd.,Permethi,Permethrin,5 gm/100 gm,Cream,"25.00 Tk, 50.00 Tk",Human,118-0063-071,151,197,110.0,11,permethi,25.0050.00
25173,Pharmasia Ltd.,Medizen,Silver Sulphadiazine,1 %,Cream,"11.54 Tk, 35.00 Tk",Human,118-0084-023,151,506,108.0,11,medizen,11.5435.00
25174,Pharmasia Ltd.,Hexasia,Chlorhexidine Gluconate,500 mg/100 ml,Hand Rub,"30.00 Tk, 105.00 Tk",Human,118-0085-071,151,175,145.0,29,hexasia,30.00105.00
25178,Pharmasia Ltd.,Noir Whitening,Dioxybenzone + Hydroquinone + Octyldimethyl p-aminobenzoate + Oxybenzone,300 mg + 400 mg + 800 mg + 200 mg/100 gm,Cream,"160.60 Tk, 80.00 Tk",Human,118-0089-071,151,1542,1033.0,11,noir-whitening,160.6080.00
25180,Pharmasia Ltd.,Nidor,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"35.00 Tk, 50.00 Tk",Human,118-0091-027,151,85,18.0,4,nidor,35.0050.00
25189,Pharmasia Ltd.,Vandox,Cefpodoxime,40 mg/5 ml,Powder For Suspension,"98.00 Tk, 190.00 Tk",Human,118-0101-023,151,163,83.0,4,vandox,98.00190.00
25220,Pharmasia Ltd.,Melasin,Fluocinolone + Hydroquinone + Tretinoin,.01 gm + 4 gm + .05 gm/100 gm,Cream,"80.00 Tk, 110.00 Tk, 150.00 Tk",Human,118-0132-071,151,875,566.0,11,melasin,80.00110.00150.00
25221,Pharmasia Ltd.,Habesol,Halobetasol Propionate,50 mg/100 gm,Ointment,"90.00 Tk, 130.00 Tk, 170.00 Tk, 250.00 Tk",Human,118-0133-071,151,548,53.0,9,habesol,90.00130.00170.00250.00
25311,Pharmasia Ltd.,Piodin,Povidone Iodine,.6 gm/100 gm,Ointment,"15.00 Tk, 35.00 Tk",Human,118-0065-071,151,123,787.0,9,piodin,15.0035.00
25322,Pharmasia Ltd.,Cylac Gel,Lactic Acid + Salicylic Acid,4 gm + 12 gm/100 gm,Gel,"540.00 Tk, 100.00 Tk, 180.00 Tk, 270.00 Tk, 450.00 Tk",Human,118-0232-071,151,1728,1230.0,12,cylac-gel,540.00100.00180.00270.00450.00
25386,Pharmik Laboratories Ltd.,Absol,Salbutamol,2 mg/5 ml,Syrup,"10.78 Tk, 16.00 Tk",Human,179-0014-044,153,36,23.0,5,absol,10.7816.00
25390,Pharmik Laboratories Ltd.,Beplex,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.00 Tk, 62.00 Tk",Human,179-0021-078,153,21,26.0,5,beplex,35.0062.00
25406,Pharmik Laboratories Ltd.,Ptx,Levamisole,40 mg/5 ml,Syrup,"14.00 Tk, 17.00 Tk",Human,179-0020-008,153,125,83.0,5,ptx,14.0017.00
25444,Pharmik Laboratories Ltd.,Glucose Energy,Dextrose,100 %,Powder,"115.00 Tk, 5.00 Tk, 10.00 Tk, 35.00 Tk, 65.00 Tk",Human,179-0092-079,153,848,214.0,21,glucose-energy,115.005.0010.0035.0065.00
25449,Pharmik Laboratories Ltd.,Povicare 5%,Povidone Iodine,5 gm/100 gm,Ointment,"45.00 Tk, 22.00 Tk",Human,179-0098-071,153,123,110.0,9,povicare-5%,45.0022.00
25474,Pharmik Laboratories Ltd.,Listerine Mouth Wash,Eucalypytol + Menthol + Methyl Salicylate + Thymol,92 mg + 42 mg + 60 mg + 64 mg/100 ml,Mouth Wash,"70.00 Tk, 135.00 Tk, 255.00 Tk",Human,179-0105-073,153,501,250.0,37,listerine-mouth-wash,70.00135.00255.00
25475,Pharmik Laboratories Ltd.,Pharmik Hand Rub,Chlorhexidine Gluconate + Isopropyl Alcohol,500 mg + 70 gm/100 ml,Solution,"40.00 Tk, 52.00 Tk, 130.00 Tk, 140.00 Tk, 215.00 Tk",Human,179-0114-071,153,99,79.0,14,pharmik-hand-rub,40.0052.00130.00140.00215.00
25494,Pharmik Laboratories Ltd.,Famotidine,Famotidine,40 mg/5 ml,Powder For Suspension,"45.00 Tk, 80.00 Tk, 140.00 Tk",Human,179-0134-055,153,104,83.0,4,famotidine,45.0080.00140.00
25500,Pharmik Laboratories Ltd.,Cetirizine Syrup,Cetirizine Dihydrochloride,5 mg/5 ml,Syrup,"30.00 Tk, 35.00 Tk",Human,179-0139-021,153,39,38.0,5,cetirizine-syrup,30.0035.00
25501,Pharmik Laboratories Ltd.,Gaxoma,Boric Acid + Dithranol + Salicylic Acid,2 gm + 100 mg + 1 gm/100 gm,Ointment,"25.00 Tk, 35.00 Tk",Human,179-0140-071,153,821,534.0,9,gaxoma,25.0035.00
25507,Pharmik Laboratories Ltd.,Mestaclean,Fluocinolone + Hydroquinone + Tretinoin,.01 gm + 4 gm + .05 gm/100 gm,Cream,"150.00 Tk, 200.00 Tk",Human,179-0152-071,153,875,566.0,11,mestaclean,150.00200.00
25508,Pharmik Laboratories Ltd.,Moovepain,Camphor + Menthol + Methyl Salicylate,4 gm + 10 gm + 30 gm/100 gm,Cream,"25.00 Tk, 45.00 Tk, 165.00 Tk",Human,179-0153-071,153,770,509.0,11,moovepain,25.0045.00165.00
25517,Pharmik Laboratories Ltd.,Diclofenac,Diclofenac Sodium,1 gm/100 gm,Gel,"16.00 Tk, 42.00 Tk, 100.00 Tk",Human,179-0159-071,153,29,52.0,12,diclofenac,16.0042.00100.00
25518,Pharmik Laboratories Ltd.,Ispagula,Ispaghula Husk,3.5 gm,Sachet,"10.00 Tk, 300.00 Tk",Human,179-0161-060,153,803,519.0,69,ispagula,10.00300.00
25522,Pharmik Laboratories Ltd.,Neiva,Liquid Paraffin + White Soft Paraffin,50 gm + 50 gm/100 gm,Ointment,"100.00 Tk, 180.00 Tk, 250.00 Tk",Human,179-0165-071,153,1256,832.0,9,neiva,100.00180.00250.00
25526,Pharmik Laboratories Ltd.,Dextol Antiseptic Solution,Chloroxylenol,4.8 %,Liquid,"42.00 Tk, 55.00 Tk, 170.00 Tk, 245.00 Tk, 1450.00 Tk",Human,179-0173-029,153,817,532.0,65,dextol-antiseptic-solution,42.0055.00170.00245.001450.00
25656,Popular Pharmaceuticals PLC,Gesic,Paracetamol,120 mg/5 ml,Suspension,"14.69 Tk, 16.39 Tk",Human,336-0055-006,155,26,31.0,6,gesic,14.6916.39
25686,Popular Pharmaceuticals PLC,Fimox  DS,Amoxicillin,250 mg/5 ml,Powder For Suspension,"68.46 Tk, 100.68 Tk",Human,336-0189-023,155,28,44.0,4,fimox--ds,68.46100.68
25705,Popular Pharmaceuticals PLC,Patadin    0.1%,Olopatadine,1 mg/ml,Eye Drops,"100.38 Tk, 150.57 Tk",Human,336-0181-052,155,121,103.0,18,patadin----0.1%,100.38150.57
25731,Popular Pharmaceuticals PLC,Civodex,Ciprofloxacin + Dexamethasone,300 mg + 100 mg/100 ml,Eye Drops,"75.28 Tk, 80.00 Tk",Human,336-0160-052,155,540,287.0,18,civodex,75.2880.00
25736,Popular Pharmaceuticals PLC,Zibac,Azithromycin,200 mg/5 ml,Powder For Suspension,"95.00 Tk, 150.00 Tk, 200.00 Tk",Human,336-0131-023,155,1,20.0,4,zibac,95.00150.00200.00
25755,Popular Pharmaceuticals PLC,Eracef  IM  1 gm,Ceftriaxone,1 gm,IM Injection,"143.54 Tk, 190.00 Tk",Human,336-0092-023,155,118,101.0,26,eracef--im--1-gm,143.54190.00
25757,Popular Pharmaceuticals PLC,Zemicef,Cefixime,100 mg/5 ml,Powder For Suspension,"150.57 Tk, 195.74 Tk, 321.21 Tk",Human,336-0108-023,155,14,18.0,4,zemicef,150.57195.74321.21
25760,Popular Pharmaceuticals PLC,Cefobac,Cefuroxime,125 mg/5 ml,Powder For Suspension,"200.75 Tk, 198.75 Tk",Human,336-0111-023,155,13,17.0,4,cefobac,200.75198.75
25772,Popular Pharmaceuticals PLC,Lopamiro    300,Iopamidol,300 mg/ml,Injection,"1206.62 Tk, 2414.24 Tk",Human,336-0227-041,155,1202,533.0,15,lopamiro----300,1206.622414.24
25773,Popular Pharmaceuticals PLC,Lopamiro    370,Iopamidol,370 mg/ml,Injection,"1321.96 Tk, 2643.93 Tk",Human,336-0228-041,155,1202,803.0,15,lopamiro----370,1321.962643.93
25794,Popular Pharmaceuticals PLC,Gentabac    20,Gentamicin,20 mg/2 ml,Injection,"45.17 Tk, 200.75 Tk",Human,336-0253-023,155,146,300.0,15,gentabac----20,45.17200.75
25797,Popular Pharmaceuticals PLC,Mometa,Mometasone Furoate,100 mg/100 gm,Cream,"100.38 Tk, 180.68 Tk",Human,336-0256-071,155,553,60.0,11,mometa,100.38180.68
25814,Popular Pharmaceuticals PLC,Hartson's Solution,Calcium Chloride + Potassium Chloride + Sodium Chloride + Sodium Lactate,27 mg + 40 mg + 600 mg + 320 mg/100 ml,IV Infusion,"71.30 Tk, 92.00 Tk",Human,336-0279-079,155,1227,802.0,42,hartson's-solution,71.3092.00
25818,Popular Pharmaceuticals PLC,OTC Vet,Oxytetracycline,20 gm/100 gm,Powder,"90.00 Tk, 378.00 Tk",Veterinary,336-0298-077,155,135,117.0,21,otc-vet,90.00378.00
25820,Popular Pharmaceuticals PLC,Amlovas VS 5/80,Amlodipine + Valsartan,5 mg + 80 mg,Tablet,"16.06 Tk, 9.03 Tk",Human,336-0309-022,155,512,263.0,1,amlovas-vs-5/80,16.069.03
25845,Popular Pharmaceuticals PLC,Invet,Ivermectin,1 gm/100 ml,Injection,"60.23 Tk, 119.45 Tk",Veterinary,336-0319-077,155,445,247.0,15,invet,60.23119.45
25846,Popular Pharmaceuticals PLC,Navet,Nitroxynil,25 gm/100 ml,Injection,"220.83 Tk, 65.00 Tk",Veterinary,336-0320-077,155,522,182.0,15,navet,220.8365.00
25849,Popular Pharmaceuticals PLC,Enrex Vet,Enrofloxacin,100 mg/ml,Solution,"200.00 Tk, 602.26 Tk, 1800.00 Tk",Veterinary,336-0334-077,155,134,116.0,14,enrex-vet,200.00602.261800.00
25859,Popular Pharmaceuticals PLC,Imiro 350,Iohexol,755 mg/ml,Injection,"1000.00 Tk, 1900.00 Tk",Human,336-0359-041,155,1288,863.0,15,imiro-350,1000.001900.00
25860,Popular Pharmaceuticals PLC,Tylobac Vet,Tylosin,20 gm/100 gm,Powder,"212.80 Tk, 1882.08 Tk",Veterinary,336-0342-077,155,138,117.0,21,tylobac-vet,212.801882.08
25866,Popular Pharmaceuticals PLC,Fimox Vet 30%,Amoxicillin,30 %,Powder,"272.84 Tk, 1270.57 Tk, 2404.21 Tk",Veterinary,336-0350-077,155,28,115.0,21,fimox-vet-30%,272.841270.572404.21
25902,Popular Pharmaceuticals PLC,Gentabac,Gentamicin,20 gm/100 gm,Oral Powder,"900.00 Tk, 4000.00 Tk",Veterinary,336-0400-077,155,146,117.0,24,gentabac,900.004000.00
